影片名称,评分,类型,主演,上映日期,图片URL
星际迷航：起义,7.1,冒险／剧情／科幻／动作,帕特里克·斯图尔特／F·默里·亚伯拉罕／唐娜·墨菲,1998-12-11,https://p0.pipi.cn/basicdata/54ecded7c698d3b860ecd82986d2b8666b3f3.jpg?imageView2/1/w/218/h/300
新仙鹤神针,7.1,动作,梁朝伟／梅艳芳／关之琳,1993-08-19,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3ee7aae2a4bca5c7028ee.jpg?imageView2/1/w/218/h/300
断头谷,7.5,恐怖／悬疑／惊悚／奇幻,约翰尼·德普／克里斯蒂娜·里奇／米兰达·理查森,1999-11-19,https://p0.pipi.cn/mmdb/d2dad592c7e7e13ba339dd530dd62510bed68.jpg?imageView2/1/w/218/h/300
保镖,7.9,剧情,凯文·科斯特纳／惠特妮·休斯顿／比尔·考布斯,1992-11-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af3311e56b0d4a16d243a56.jpg?imageView2/1/w/218/h/300
天崩地裂,6.7,动作／冒险／剧情,皮尔斯·布鲁斯南／琳达·汉密尔顿／格兰特·赫斯洛夫,1997-02-07,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cbaeddd2202af98207c7ead.jpg?imageView2/1/w/218/h/300
非常突然,7.7,犯罪／剧情,刘青云／任达华／蒙嘉慧,1998-05-28,https://p0.pipi.cn/basicdata/54ecded78078d3f2aa300b9d714f92ca6ad9e.jpg?imageView2/1/w/218/h/300
华盛顿广场,7.5,剧情／爱情,詹妮弗·杰森·李／阿尔伯特·芬尼／玛吉·史密斯,1997-10-03,https://p0.pipi.cn/basicdata/54ecded78078d3cbaec7ed28f6957c7879563.jpg?imageView2/1/w/218/h/300
钟楼怪人,9.2,剧情／爱情／音乐,海伦娜·赛加拉／丹尼尔·拉沃伊／布鲁诺·佩尔蒂埃,1998-09-16,https://p0.pipi.cn/basicdata/54ecded78078d3c69657e270e0605ef3c3f1f.jpg?imageView2/1/w/218/h/300
龙腾四海,7.1,喜剧／动作／犯罪,陈法蓉／刘德华／任达华,1992-06-05,https://p0.pipi.cn/mmdb/d2dad592c7e7e121f057e235d328e776abede.jpg?imageView2/1/w/218/h/300
哈姆雷特,7.8,剧情／爱情／惊悚／犯罪,凯特·温丝莱特／布赖恩·布莱斯德／理查德·阿滕伯勒,1996-12-25,https://p0.pipi.cn/mmdb/d2dad592b123387e129235734029857b68f55.jpg?imageView2/1/w/218/h/300
鬼妈妈,6.3,剧情,权海骁／李凡秀／崔真实,1996-12-21,https://p0.pipi.cn/basicdata/54ecded78078d39ab4c9fdaf81456e51c1b88.jpg?imageView2/1/w/218/h/300
半生缘,7.8,剧情,黎明／吴倩莲／梅艳芳,1997-09-12,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af33e5bc254132bf5dae81e.jpg?imageView2/1/w/218/h/300
执法女先锋2,5.1,动作,Alan Krier／布鲁斯·彭哈尔／朱莉·斯特兰,1994-10-10,https://p0.pipi.cn/basicdata/54ecded70308d38d33e5bc022d02095ad455f.jpg?imageView2/1/w/218/h/300
花祭り ～愛知県北設楽郡東栄町月～,暂无评分,,,1992,https://p0.pipi.cn/mmdb/d2dad5927a30e1d23c0e13bd762c646817540.jpg?imageView2/1/w/218/h/300
黑狱断肠歌之砌生猪肉,7.1,犯罪,张文慈／程东／梁朝伟,1997-11-15,https://p0.pipi.cn/mmdb/d2dad592b1251b51babe2ae08bb8a881570de.jpg?imageView2/1/w/218/h/300
双面情人,7.5,剧情／喜剧／爱情,格温妮斯·帕特洛／约翰·林奇／珍妮·特里普里霍恩,1998-01-26,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d236300bc271f59b7aaac33.jpg?imageView2/1/w/218/h/300
痴情快婿,7.0,喜剧,周慧敏／黎明／郑则仕,1992-03-19,https://p0.pipi.cn/mmdb/d2dad592b127e1d7c3923573e85d6c606957e.jpg?imageView2/1/w/218/h/300
和平饭店,7.4,动作／爱情,周润发／叶童／刘晓彤,1995-04-12,https://p0.pipi.cn/mmdb/d2dad592c7e7e1300bcf3e88a8d4886f598f2.jpg?imageView2/1/w/218/h/300
赛文奥特曼 约定的结果,暂无评分,剧情／动作／科幻,山崎胜之／鹈川薰／足立理绘子,1999-11-05,https://p0.pipi.cn/basicdata/54ecded78070e1537c57e25e72ab3e2772e2a.jpg?imageView2/1/w/218/h/300
第三类接触,7.8,剧情／科幻／冒险,理查德·德莱福斯／弗朗索瓦·特吕弗／特瑞·加尔,1990-09-16,https://p0.pipi.cn/mmdb/d2dad592c7e7e116bdbe2a62abe54447ad86f.jpg?imageView2/1/w/218/h/300
谈谈情，跳跳舞,8.1,剧情／喜剧／爱情／歌舞,役所广司／草刈民代／竹中直人,1996-01-27,https://p0.pipi.cn/mmdb/d2dad592c7e7e1e19bf0ee7624389d4e5a392.jpg?imageView2/1/w/218/h/300
龙珠Z剧场版7：极限之战!! 三大超级赛亚人,7.4,剧情／动画,野泽雅子／田中真弓／草尾毅,1992-07-11,https://p0.pipi.cn/mmdb/d2dad5927e10fab8608077104b846b1d038a8.jpg?imageView2/1/w/218/h/300
好莱坞主义：犹太，电影和美国梦,暂无评分,纪录片／历史,Bernard Avishai／Hasia Diner／Thomas Cripps,1998-03-22,https://p0.pipi.cn/mmdb/d2dad59206dc7ef2aa57e242b2d8067e85e3e.jpg?imageView2/1/w/218/h/300
撒旦探戈,8.7,剧情／悬疑,米克洛什·B·塞凯伊／László Lugossy／亚诺什·德尔日,1994-02-08,https://p0.pipi.cn/basicdata/54ecded78078d357e2ddd22397b870541bb66.jpg?imageView2/1/w/218/h/300
哆啦A梦：大雄的阿拉伯之夜,8.2,科幻／动画／冒险,哆啦A梦／大雄／大山信代,1991-03-09,https://p0.pipi.cn/basicdata/54ecded78070e17a35e5bce64eeb819722881.jpg?imageView2/1/w/218/h/300
少年英雄王二小,暂无评分,剧情／儿童,,1998-05,https://p0.pipi.cn/mmdb/d2dad592537807339e8077ed7e2ccbf4869df.jpg?imageView2/1/w/218/h/300
无敌幸运星,8.6,喜剧／动作,周星驰／吴君如／黄秋生,1990-09-27,https://p0.pipi.cn/mmdb/d2dad592b1251b51ba925752f1fc0303b22be.jpg?imageView2/1/w/218/h/300
蜡笔小新：云黑斋的野心,7.2,喜剧／动画／儿童／奇幻,矢岛晶子／藤原启治／楢桥 美纪,1995-04-15,https://p0.pipi.cn/basicdata/54ecded77e18d3be12ddd2d1f2df1c57c4793.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
谈谈情，跳跳舞,8.1,剧情／喜剧／爱情／歌舞,役所广司／草刈民代／竹中直人,1996-01-27,https://p0.pipi.cn/mmdb/d2dad592c7e7e1e19bf0ee7624389d4e5a392.jpg?imageView2/1/w/218/h/300
撒旦探戈,8.7,剧情／悬疑,米克洛什·B·塞凯伊／László Lugossy／亚诺什·德尔日,1994-02-08,https://p0.pipi.cn/basicdata/54ecded78078d357e2ddd22397b870541bb66.jpg?imageView2/1/w/218/h/300
少年英雄王二小,暂无评分,剧情／儿童,,1998-05,https://p0.pipi.cn/mmdb/d2dad592537807339e8077ed7e2ccbf4869df.jpg?imageView2/1/w/218/h/300
蜡笔小新：云黑斋的野心,7.2,喜剧／动画／儿童／奇幻,矢岛晶子／藤原启治／楢桥 美纪,1995-04-15,https://p0.pipi.cn/basicdata/54ecded77e18d3be12ddd2d1f2df1c57c4793.jpg?imageView2/1/w/218/h/300
无敌幸运星,8.6,喜剧／动作,周星驰／吴君如／黄秋生,1990-09-27,https://p0.pipi.cn/mmdb/d2dad592b1251b51ba925752f1fc0303b22be.jpg?imageView2/1/w/218/h/300
哆啦A梦：大雄的阿拉伯之夜,8.2,科幻／动画／冒险,哆啦A梦／大雄／大山信代,1991-03-09,https://p0.pipi.cn/basicdata/54ecded78070e17a35e5bce64eeb819722881.jpg?imageView2/1/w/218/h/300
龙门山 - 天然地貌博物馆,暂无评分,,,1993-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ffb12d07aca16d04aca4e6e34.jpg?imageView2/1/w/218/h/300
哭泣的游戏,7.8,剧情／惊悚／爱情,斯蒂芬·瑞／福里斯特·惠特克／杰伊·戴维森,1992-10-30,https://p0.pipi.cn/mmdb/d2dad592c7e7e116bd16bdb1a40f3d0023206.jpg?imageView2/1/w/218/h/300
狱中龙,7.2,动作／犯罪,刘德华／何家劲／黎姿,1990-09-27,https://p0.pipi.cn/mmdb/d2dad592c7e7e1c9fd67cb682e9bfacc68879.jpg?imageView2/1/w/218/h/300
红樱桃,7.3,剧情,郭柯宇／徐啸力／伊格尔·列达哥洛夫,1995-07-27,https://p0.pipi.cn/mmdb/d2dad592c7e7e1230fcf3e9084aef09dbedca.jpg?imageView2/1/w/218/h/300
天下无敌,5.3,喜剧／动作／古装,成龙／袁小田,1996-06-25,https://p0.pipi.cn/basicdata/54ecded77e10e1e19b281ed706601fbc46c3d.jpg?imageView2/1/w/218/h/300
娃娃兵,暂无评分,剧情／喜剧／儿童,徐淑媛／谷峰／黄仲裕,1991,https://p0.pipi.cn/mmdb/d2dad592b12f2ab8602c95bb892647a93191e.jpg?imageView2/1/w/218/h/300
安娜与国王,7.3,爱情／剧情,朱迪·福斯特／周润发／白灵,1999-12-17,https://p0.pipi.cn/mmdb/d2dad592c7e7e1be2a02ffdb707149d82f271.jpg?imageView2/1/w/218/h/300
赛文奥特曼 光荣与传说,暂无评分,剧情／动作／科幻,南条弘二／山崎胜之／鹈川薰,1999-07-07,https://p0.pipi.cn/basicdata/54ecded78070e1d23621f0151ac1db64fbc57.jpg?imageView2/1/w/218/h/300
困惑的浪漫2,6.0,恐怖,Lena Braun／Carola Ewers／Astrid Ewerts,1991-06,https://p0.pipi.cn/mmdb/d2dad592b1251b0faf02ff4736b15b5132ba8.jpg?imageView2/1/w/218/h/300
哆啦A梦回来了,8.1,剧情／喜剧／科幻／动画,小原 乃梨子／野村道子／肝付兼太,1998-03-07,https://p0.pipi.cn/basicdata/54ecded78070e12ff7b5356124c2d34210c59.jpg?imageView2/1/w/218/h/300
杀出个黎明,7.4,动作／犯罪／恐怖,乔治·克鲁尼／昆汀·塔伦蒂诺／哈维·凯特尔,1996-01-19,https://p0.pipi.cn/mmdb/d2dad592c7e7e1ecd8af338737228d6b70d7d.jpg?imageView2/1/w/218/h/300
大进军：解放大西北,6.0,剧情／战争,古月／傅英／吕晓禾,1996-12-31,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e5030cda994f70efa1ac5.jpg?imageView2/1/w/218/h/300
血恋,暂无评分,剧情／爱情／惊悚／犯罪,Wai-Dik Chan／Wai-Lan Chan／Lam Chi Fei,1995-04-20,https://p0.pipi.cn/mmdb/d2dad592e7ad7c57e28ea3146222b18c1ea37.jpg?imageView2/1/w/218/h/300
青楼十二房,暂无评分,喜剧／爱情,刘的之／翁虹／郑则仕,1994-09-15,https://p0.pipi.cn/mmdb/d2dad5927a302fb535e7aa81e4cf8d81135e4.jpg?imageView2/1/w/218/h/300
刺猬,暂无评分,动画,,1993,https://p0.pipi.cn/mmdb/d2dad59206dc690e13b8607289cf609e6955b.jpg?imageView2/1/w/218/h/300
大树、市长和文化馆,7.1,剧情／喜剧,帕斯卡尔·格雷戈里／法布莱斯·鲁奇尼／阿莱利·多贝索,1993-02-10,https://p0.pipi.cn/basicdata/54ecded78070e1030c5015e6797a329883945.jpg?imageView2/1/w/218/h/300
妖怪都市,7.1,喜剧／奇幻,林正英／陈雅伦／徐曼华,1992-06-19,https://p0.pipi.cn/mmdb/25bfd69280771f71f702ff3bf7c2d8e912e46.jpg?imageView2/1/w/218/h/300
白发魔女2,6.5,爱情,林青霞／张国荣／钟丽缇,1993-12-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e1501571f7b3c59a8296831dc.jpg?imageView2/1/w/218/h/300
大闹广昌隆,6.8,剧情／爱情／恐怖,吴大维／郑丹瑞／梁家辉,1993-11-06,https://p0.pipi.cn/mmdb/d2dad592b127e192359ab435e3720e2f7567e.jpg?imageView2/1/w/218/h/300
泰山,7.8,动画,托尼·戈德温／明妮·德里弗／布赖恩·布莱斯德,1999-06-18,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c9551ba6710d25a9212893.jpg?imageView2/1/w/218/h/300
异次元骇客,8.1,惊悚／科幻／悬疑,克雷格·比尔克／格瑞辰·摩尔／阿明·缪勒-斯塔尔,1999-05-28,https://p0.pipi.cn/mmdb/d2dad592c7e7e1be2abe12d0105648064e4ac.jpg?imageView2/1/w/218/h/300
混浴露天風呂連続殺人 雨の奥飛騨に消えた影 ヌードギャル秘湯ツアー 白骨－濁河－新穂高,暂无评分,犯罪,古谷一行／木之实奈奈／麻倉未稀,1994-07-16,https://p0.pipi.cn/basicdata/54ecded7e7a0e116bdaf33ea3a3b1392207f4.jpg?imageView2/1/w/218/h/300
听到涛声,7.0,动画／爱情,飞田展男／中村香／关俊彦,1993-05-05,https://p0.pipi.cn/mmdb/d2dad592b1251b2ff702ff4cf182dd59d7b15.jpg?imageView2/1/w/218/h/300
赌城大亨之新哥传奇,6.8,剧情／爱情,刘德华／万梓良／王祖贤,1992-02-20,https://p0.pipi.cn/mmdb/d2dad592b127e1ddd2e7aaff495342c5b9ebe.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
美少女战士SS剧场版：九大水手战士集合！梦想黑洞的奇迹,8.0,喜剧／动作／爱情／动画,三石琴乃／荒木香衣／久川绫,1995-12-23,https://p0.pipi.cn/mmdb/d2dad5927e10fab860339e1492b23124975d9.jpg?imageView2/1/w/218/h/300
安琪拉的灰烬,8.3,剧情,艾米丽·沃森／罗伯特·卡莱尔／乔·布林,1999-12-25,https://p0.pipi.cn/mmdb/d2dad592b12f2a16bd0e133ca2c59b3eca482.jpg?imageView2/1/w/218/h/300
张学友95友学友演唱会,暂无评分,音乐／歌舞,张学友,1995-08-04,https://p0.pipi.cn/basicdata/54ecded7c690e1338f537ce5ff832576de554.jpg?imageView2/1/w/218/h/300
龙珠Z剧场版12：复活的融合!! 悟空和贝吉塔,7.8,动作／动画,野泽雅子／堀川亮／草尾毅,1995-03-04,https://p0.pipi.cn/mmdb/d2dad592e7a87acbae5bf18556578a8351190.jpg?imageView2/1/w/218/h/300
超时空要爱,7.2,爱情,梁朝伟／李绮虹／赵银淑,1998-03-05,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b860d236e93af6f3f727708.jpg?imageView2/1/w/218/h/300
异次元骇客,8.1,惊悚／科幻／悬疑,克雷格·比尔克／格瑞辰·摩尔／阿明·缪勒-斯塔尔,1999-05-28,https://p0.pipi.cn/mmdb/d2dad592c7e7e1be2abe12d0105648064e4ac.jpg?imageView2/1/w/218/h/300
黄沙.青草.红太阳,暂无评分,剧情／爱情,郑天玮／王刚／孙海鹰,1994-01-01,https://p0.pipi.cn/mmdb/d2dad592b1292321f067cbadc9c09092459c5.jpg?imageView2/1/w/218/h/300
麻衣传奇,6.3,剧情／恐怖,午马／郑则仕／何家劲,1990-11-16,https://p0.pipi.cn/mmdb/d2dad592b127e102ffe19b14bd9e15c4d9404.jpg?imageView2/1/w/218/h/300
追随,8.5,悬疑／惊悚／犯罪,杰里米·西奥伯德／亚历克斯·霍／露西·拉塞尔,1999-11-05,https://p0.pipi.cn/mmdb/d2dad592b123383ba32c9527a550a06bc193e.jpg?imageView2/1/w/218/h/300
一千灵异夜之厉鬼焚情,暂无评分,,林祖辉／韩义生,1992,https://p0.pipi.cn/basicdata/54ecded70300e180779ab4929e144c10bc488.jpg?imageView2/1/w/218/h/300
急速追杀令,5.8,动作／惊悚,托马斯·伊安·格里菲斯／亚特·祖米卓斯基／Bozena Szymanska,1994-12-10,https://p0.pipi.cn/mmdb/d2dad592b127e17a35d7c3105ef16e90b7922.jpg?imageView2/1/w/218/h/300
血溅红灯区,暂无评分,剧情／动作,周比利／叶荣祖／关礼杰,1993,https://p0.pipi.cn/mmdb/d2dad59206d7e1e7aa8d33cc8d5a185c63963.jpg?imageView2/1/w/218/h/300
古惑仔之极速风暴,暂无评分,动作,刘锡明／史蔚霞／郑浩南,1994-02-02,https://p0.pipi.cn/basicdata/54ecded78078d3339e31396cd5e0d376787cc.jpg?imageView2/1/w/218/h/300
赛文奥特曼 仿制的男人,暂无评分,剧情／动作／科幻,山崎胜之／南条弘二／足立理绘子,1999-12-05,https://p0.pipi.cn/basicdata/54ecded78078d3b53539dd95f3d9d35fd833f.jpg?imageView2/1/w/218/h/300
独领风骚,7.0,爱情／喜剧,艾丽西亚·希尔维斯通／布莱特妮·墨菲／保罗·路德,1995-07-19,https://p0.pipi.cn/basicdata/54ecded7c698d387a9af331e2950cb0bf07ee.jpg?imageView2/1/w/218/h/300
极度恐慌,7.5,惊悚／剧情／科幻,达斯汀·霍夫曼／摩根·弗里曼／蕾妮·罗素,1995-03-10,https://p0.pipi.cn/mmdb/d2dad592c7e7e1281e71f705a8a8eeed749e4.jpg?imageView2/1/w/218/h/300
赌霸,6.5,喜剧／动作／爱情,梅艳芳／周星驰／钟镇涛,1991-03-07,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b8600e1314b4f121fb6e601.jpg?imageView2/1/w/218/h/300
寡妇的男人,暂无评分,喜剧／爱情,徐宝麟／江青霞,1993,https://p0.pipi.cn/basicdata/54ecded7e7a8d33139e19b65abba5b7186603.jpg?imageView2/1/w/218/h/300
双峰：与火同行,7.3,剧情／悬疑／惊悚／恐怖,雪莉·李／雷·怀斯／梅晨·阿米克,1992-06-03,https://p0.pipi.cn/mmdb/d2dad592b127e1ddd2e7aad2fef9ca9f247e2.jpg?imageView2/1/w/218/h/300
乌代布尔王公的古怪私人院,7.7,纪录片,安德烈·海勒／沃纳·赫尔佐格,1991-01-01,https://p0.pipi.cn/mmdb/d2dad592b12923281ef2aacc99affb8a4d8ab.jpg?imageView2/1/w/218/h/300
偷天游戏,7.4,爱情／惊悚／犯罪,皮尔斯·布鲁斯南／蕾妮·罗素／丹尼斯·利瑞,1999-08-06,https://p0.pipi.cn/mmdb/d2dad592c7e7e116bd2c951050a6d96764d0d.jpg?imageView2/1/w/218/h/300
切肤之爱,7.2,悬疑／惊悚／恐怖,石桥凌／国村隼／椎名英姬,1999-10-06,https://p0.pipi.cn/mmdb/d2dad592c7e7e1c9fdd7c3b805f2b4879d4ce.jpg?imageView2/1/w/218/h/300
呕吐,5.5,短片,Chiemi Endô,1990-08-17,https://p0.pipi.cn/basicdata/54ecded78070e1030c11e5fb5a841e43e5125.jpg?imageView2/1/w/218/h/300
捉鬼合家欢,6.8,喜剧／恐怖／家庭／奇幻,郑则仕／利智／吴君如,1990-02-23,https://p0.pipi.cn/mmdb/d2dad592b1251bb12daf33706fa9d8dd03966.jpg?imageView2/1/w/218/h/300
美女与野兽,7.8,爱情／悬疑／奇幻,亚娜·布赖霍娃／Zuzana Kocúriková／Josef Laufer,1996-10-01,https://p0.pipi.cn/basicdata/54ecded78070e1300bddd2ce569c1a74cdb10.jpg?imageView2/1/w/218/h/300
法兰西剧院——表演爱情,暂无评分,纪录片,让-皮埃尔·米盖尔／菲利普·托雷顿／Coraly Zahonero,1996-09-01,https://p0.pipi.cn/mmdb/d2dad592b123387e12ddd2b6f31c424218804.jpg?imageView2/1/w/218/h/300
金榜题名,7.0,剧情／动作／犯罪,陈惠敏／张智霖／丁子峻,1996-08-17,https://p0.pipi.cn/mmdb/d2dad592b123387e12030c9faa2eaa60c8cc5.jpg?imageView2/1/w/218/h/300
月吟,7.0,剧情／爱情,水桥研二／草野康太／井上晴美,1999-08-05,https://p0.pipi.cn/mmdb/d2dad592b12338b860d23ce35e48eb486e11f.jpg?imageView2/1/w/218/h/300
黎明时分,7.0,剧情／悬疑／惊悚／犯罪,保罗·纽曼／苏珊·萨兰登／吉恩·哈克曼,1998-03-06,https://p0.pipi.cn/mmdb/d2dad592c7e7e157e2281e65f1aa38afcda34.jpg?imageView2/1/w/218/h/300
祖孙情,6.9,剧情,郝劭文／林志颖／黄龙,1995-06-24,https://p0.pipi.cn/basicdata/54ecded78070e106d6e7aa6e87af57fe17fa6.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
滚滚红尘,8.1,爱情／战争,林青霞／秦汉／张曼玉,1990-11-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e11789ddd2372369520f68ebc.jpg?imageView2/1/w/218/h/300
伤城记,暂无评分,,李南星／蓝洁瑛／张家辉,1995,https://p0.pipi.cn/basicdata/54ecded78078d39ab4f2aa0b92c555a638adc.jpg?imageView2/1/w/218/h/300
百变侏罗纪,5.5,喜剧／科幻,丹妮丝·理查兹／保罗·沃克／特利·奇瑟,1994-01-01,https://p0.pipi.cn/mmdb/d2dad592b1251b313950c8b900dd4ab05cc2e.jpg?imageView2/1/w/218/h/300
孽欲追击档案之邪杀,6.1,犯罪／剧情,郑浩南／彭丹／吴瑞庭,1996-06-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e150c8395b5b9e4761bbf31b8.jpg?imageView2/1/w/218/h/300
风月,7.2,爱情／剧情,张国荣／巩俐／何赛飞,1996-05-09,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d23c2c9500d9ffbc8249818.jpg?imageView2/1/w/218/h/300
死于维尼奥勒,8.3,剧情／纪录片／短片,奥利维尔·斯默尔德斯,1998-01-01,https://p0.pipi.cn/mmdb/d2dad592b1251be19bf0eec9eed27cba9dbd6.jpg?imageView2/1/w/218/h/300
红与黑,8.4,剧情／爱情,吉姆·罗斯·斯图尔特／卡洛尔·布盖／朱迪丝·哥德雷科,1997-12-22,https://p0.pipi.cn/basicdata/54ecded78070e106d65bf1639b9850ed8e1a1.jpg?imageView2/1/w/218/h/300
鬼咬鬼,7.4,喜剧／动作／恐怖,洪金宝／林正英／龚慈恩,1990-02-09,https://p0.pipi.cn/mmdb/d2dad592b123380fafb12dea3c3449896e984.jpg?imageView2/1/w/218/h/300
多蒂被打屁股,暂无评分,剧情,芭芭拉·加里克／基思·A·格拉斯科／哈里特·桑塞姆·哈里斯,1993-10-05,https://p0.pipi.cn/basicdata/54ecded78070e157e20e13286e082ccd5d9fc.jpg?imageView2/1/w/218/h/300
哥伦布传,7.2,剧情／传记／历史／冒险,热拉尔·德帕迪约／西格妮·韦弗／迈克尔·温科特,1992-10-08,https://p0.pipi.cn/basicdata/54ecded78078d30faf030ca23a716aedcc2fb.jpg?imageView2/1/w/218/h/300
天生杀人狂,7.3,动作／犯罪／剧情,伍迪·哈里森／朱丽叶特·刘易斯／汤米·李·琼斯,1994-08-26,https://p0.pipi.cn/mmdb/25bfd68d2ff92350c8be2a0b95b97a84cd5b2.jpg?imageView2/1/w/218/h/300
新浪潮,7.9,剧情,阿兰·德龙／多美兹亚娜·佐丹奴／雅克·达克米纳,1990-05-23,https://p0.pipi.cn/basicdata/54ecded78070e18077395ba9417d73c95c2cd.jpg?imageView2/1/w/218/h/300
暴雨骄阳,6.2,剧情／动作／犯罪,任达华／尔冬升／袁咏仪,1994-10-13,https://p0.pipi.cn/basicdata/54ecded78078d37a350faf7e96e7b01877cb7.jpg?imageView2/1/w/218/h/300
家有杰克,7.4,喜剧／剧情,罗宾·威廉姆斯／詹妮弗·洛佩兹／比尔·考斯比,1996-08-09,https://p0.pipi.cn/mmdb/d2dad592c7e7e1300b537c812774a895a7907.jpg?imageView2/1/w/218/h/300
艳舞女郎,5.9,剧情,伊丽莎白·伯克利／凯尔·麦克拉克伦／吉娜·格申,1995-09-21,https://p0.pipi.cn/basicdata/54ecded706d8d32c95537c4f3ff605141ea28.jpg?imageView2/1/w/218/h/300
老鼠龙之猛龙过港,暂无评分,剧情／犯罪,吴毅将／罗家英／郑佩佩,1998-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ffc69611e5f33d7012eb04b26.jpg?imageView2/1/w/218/h/300
极度恐慌,7.5,惊悚／剧情／科幻,达斯汀·霍夫曼／摩根·弗里曼／蕾妮·罗素,1995-03-10,https://p0.pipi.cn/mmdb/d2dad592c7e7e1281e71f705a8a8eeed749e4.jpg?imageView2/1/w/218/h/300
独领风骚,7.0,爱情／喜剧,艾丽西亚·希尔维斯通／布莱特妮·墨菲／保罗·路德,1995-07-19,https://p0.pipi.cn/basicdata/54ecded7c698d387a9af331e2950cb0bf07ee.jpg?imageView2/1/w/218/h/300
黄飞鸿之五：龙城歼霸,6.6,武侠／剧情,赵文卓／关之琳／莫少聪,1994-11-17,https://p0.pipi.cn/mmdb/d2dad592c7e7e150c8230f58c65586b7068b6.jpg?imageView2/1/w/218/h/300
海贼王特别篇2路飞的绝技,6.5,剧情／动画／冒险,田中真弓／大谷育江／矢尾一树,1999-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ff030c21f02d488a2c1fdd449.jpg?imageView2/1/w/218/h/300
妖魔道,7.1,动作／爱情／奇幻,张敏／周慧敏／冯淬帆,1991-04-12,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3e338f17adeff7838bbe3.jpg?imageView2/1/w/218/h/300
龙珠Z剧场版4：超级赛亚人孙悟空,6.8,动作／动画／短片,野泽雅子／龙田直树／乡里大辅,1991-03-19,https://p0.pipi.cn/mmdb/d2dad592b127e1d7c3b12dd94c6e92c708da6.jpg?imageView2/1/w/218/h/300
南京的基督,8.3,剧情／爱情,梁家辉／富田靖子／庹宗华,1995-11-24,https://p0.pipi.cn/basicdata/54ecded78078d3030cd7c36e570e41e422f41.jpg?imageView2/1/w/218/h/300
血洗洪花亭,6.8,动作／犯罪,王祖贤／莫少聪／林俊贤,1990-05-10,https://p0.pipi.cn/mmdb/d2dad592b127e187a9300be6551af2842374a.jpg?imageView2/1/w/218/h/300
飞越长生,6.7,喜剧,梅丽尔·斯特里普／歌蒂·韩／布鲁斯·威利斯,1992-07-31,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af33be2ab20234bb859fb10.jpg?imageView2/1/w/218/h/300
鲁邦三世：炎之记忆 东京危机,8.1,喜剧／动作／科幻／动画,特罗伊·贝克／Bob Carter／科琳·克林肯比尔,1998-07-24,https://p0.pipi.cn/basicdata/54ecded78078d351ba02ffc1497e4409b5e48.jpg?imageView2/1/w/218/h/300
杀意的假期2 消失于幽灵隧道！,暂无评分,悬疑／犯罪,丰田真帆／渡边彻／火野正平,1996-06-08,https://p0.pipi.cn/basicdata/54ecded7c698d3f0eee7aaecfe1731999e70c.jpg?imageView2/1/w/218/h/300
少年黄飞鸿之铁马骝,7.5,喜剧,于荣光／甄子丹／王静莹,1993-09-03,https://p0.pipi.cn/mmdb/d2dad592c7e7e1f0ee9257965141d90a1deb0.jpg?imageView2/1/w/218/h/300
坏孩子的天空,8.4,剧情／犯罪／运动,金子贤／安藤政信／石桥凌,1996-07-27,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3e230fc399929fe3abcb5.jpg?imageView2/1/w/218/h/300
欲海双艳,暂无评分,剧情,莫少琳／林挺生／林科余,1995,https://p0.pipi.cn/basicdata/54ecded70308d3339e030c75ade72a46ce2af.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
海贼王特别篇2路飞的绝技,6.5,剧情／动画／冒险,田中真弓／大谷育江／矢尾一树,1999-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ff030c21f02d488a2c1fdd449.jpg?imageView2/1/w/218/h/300
反斗神鹰,7.2,喜剧,查理·辛／加利·艾尔维斯／瓦莱丽亚·戈利诺,1991-07-31,https://p0.pipi.cn/mmdb/d2dad592c7e7e1230f230f53b8afb21561896.jpg?imageView2/1/w/218/h/300
