影片名称,评分,类型,主演,上映日期,图片URL
安娜贝尔,6.9,悬疑／惊悚／恐怖,杰夫·韦纳／莎拉·谢尔顿／凯拉·丹尼尔斯,2014-09-29,https://p0.pipi.cn/basicdata/54ecded78078d30fafbe12bf7bdbc34ae240d.jpg?imageView2/1/w/218/h/300
猪猪侠大电影·恐龙日记,8.5,儿童／动画,陆双／黄静涵／刘禹歌,2021-05-01,https://p0.pipi.cn/mmdb/d2dad5927a387aecd8537c9339eead14216ac.jpg?imageView2/1/w/218/h/300
少林寺,8.0,动作／剧情／武侠,李连杰／丁岚／于承惠,1982-02-01,https://p0.pipi.cn/mmdb/d2dad592b123380faf2ff7cbf1b49e7c7d216.jpg?imageView2/1/w/218/h/300
钢铁侠2,8.5,动作／科幻／冒险,小罗伯特·唐尼／格温妮斯·帕特洛／斯嘉丽·约翰逊,2010-05-07,https://p0.pipi.cn/mmdb/d2dad592c7e7e18ea35bf15c9cad58c78cb6c.jpg?imageView2/1/w/218/h/300
犯罪现场,8.9,悬疑／动作／犯罪,古天乐／张继聪／宣萱,2019-10-12,https://p0.pipi.cn/mmdb/d2dad5927e10fa5bf17a352ef5da0513a3583.jpg?imageView2/1/w/218/h/300
瓢虫雷迪,暂无评分,爱情,,,https://p0.pipi.cn/mmdb/d2dad5927a3c7e8d33338fb6822f24876a4e7.jpg?imageView2/1/w/218/h/300
德州电锯杀人狂3D,5.2,惊悚／恐怖,亚历珊德拉·达达里奥／坦妮娅·雷蒙德／肖恩·西珀斯,2013-01-04,https://p0.pipi.cn/mmdb/d2dad592e7abe17a357a3537d0297af8a904f.jpg?imageView2/1/w/218/h/300
出走的娜拉,暂无评分,剧情／家庭,徐洁儿／姜尘／苗苗,2018-06-23,https://p0.pipi.cn/mmdb/d2dad5925379239ab43ba34138110778ed836.jpg?imageView2/1/w/218/h/300
维多利亚的秘密2011时装秀,8.5,真人秀,何穗／莉莉·奥尔德里奇／亚历桑德拉·安布罗休,2011-11-29,https://p0.pipi.cn/basicdata/54ecded77e18d3338f339ed207d6d6c176718.jpg?imageView2/1/w/218/h/300
青春期猪头少年不做怀梦少女的梦,8.9,剧情／爱情／动画,石川界人／濑户麻沙美／水濑祈,2019-06-15,https://p0.pipi.cn/basicdata/54ecded706d8d3338f925737e5a0ec32a256e.jpg?imageView2/1/w/218/h/300
五棵松,暂无评分,纪录片,,2011-10-25,https://p0.pipi.cn/mmdb/d2dad592e7a0e15015c7ed3c185e44b54d368.jpg?imageView2/1/w/218/h/300
投靠女与出走男,7.3,剧情／喜剧,户田惠梨香／满岛光／大泉洋,2015-05-16,https://p0.pipi.cn/mmdb/d2dad5927e10fa0e132ff716ad73bc91845f1.jpg?imageView2/1/w/218/h/300
生化危机2：启示录,8.3,动作／科幻／恐怖,米拉·乔沃维奇／西耶娜·盖尔利／奥德·菲尔,2004-09-10,https://p0.pipi.cn/mmdb/d2dad592c7e8070e133ba35c7aa9c7d046dfc.jpg?imageView2/1/w/218/h/300
黄埔军人,暂无评分,战争／历史,何政军／刘之冰／颜丹晨,2024-06-16,https://p0.pipi.cn/mmdb/54ecde87807338300b0faf396c2be77b94d8e.jpg?imageView2/1/w/218/h/300
猪猪侠之英雄猪少年,8.6,喜剧／动画／奇幻,易烊千玺／陈志荣／彭雨菲,2017-01-07,https://p0.pipi.cn/mmdb/d2dad59253751b807757e2551ae1c50b7f128.jpg?imageView2/1/w/218/h/300
正义联盟2,暂无评分,动作／科幻,本·阿弗莱克／盖尔·加朵／亨利·卡维尔,,https://p0.pipi.cn/basicdata/54ecded78078d38ea3cf3e46e101d499fecc3.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
对你的想象,6.2,剧情／爱情,安妮·海瑟薇／艾拉·鲁宾／安妮·玛莫罗,2024-05-02,https://p0.pipi.cn/mmdb/54ecde8771f9233ba3300b979b7321462b2d9.png?imageView2/1/w/218/h/300
猪猪侠之英雄猪少年,8.6,喜剧／动画／奇幻,易烊千玺／陈志荣／彭雨菲,2017-01-07,https://p0.pipi.cn/mmdb/d2dad59253751b807757e2551ae1c50b7f128.jpg?imageView2/1/w/218/h/300
致命AI,暂无评分,惊悚,约翰·赵／凯瑟琳·沃特森／Lukita Maxwell,2024-08-30,https://p0.pipi.cn/mmdb/54ecded702f51b9ab407ac3cb008d266f29f7.jpg?imageView2/1/w/218/h/300
你的名字,暂无评分,,,,https://p0.pipi.cn/basicdata/54ecded7c698d3e7aaecd8b7bec3a5b02e09b.jpg?imageView2/1/w/218/h/300
孕期完全指导,6.2,剧情／喜剧／爱情,卡梅隆·迪亚兹／詹妮弗·洛佩兹／伊丽莎白·班克斯,2012-05-18,https://p0.pipi.cn/mmdb/d2dad592b122fff2aaddd28c089b33c832aae.jpg?imageView2/1/w/218/h/300
教父2,9.0,剧情／犯罪,阿尔·帕西诺／黛安·基顿／罗伯特·杜瓦尔,1974-12-12,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af3387a96828080e5408303.jpg?imageView2/1/w/218/h/300
黑衣人：全球追缉,7.8,动作／喜剧／科幻,克里斯·海姆斯沃斯／泰莎·汤普森／丽贝卡·弗格森,2019-06-14,https://p0.pipi.cn/mmdb/d2dad5927e10fa57e2c696ae22788baa77337.jpg?imageView2/1/w/218/h/300
刀锋战士,7.0,动作／科幻／恐怖,韦斯利·斯奈普斯／斯蒂芬·多尔夫／克里斯·克里斯托佛森,1998-08-21,https://p0.pipi.cn/mmdb/d2dad592c7e7e116bd7e124798db8146fcfc9.jpg?imageView2/1/w/218/h/300
两只小猪之勇闯神秘岛,6.9,动画／冒险／家庭,,2018-12-30,https://p0.pipi.cn/mmdb/d2dad5925370faddd2281ef11303d94ff4baa.jpg?imageView2/1/w/218/h/300
秒速5厘米,暂无评分,爱情,,,https://p0.pipi.cn/mmdb/d2dad592e7a71fcf3e395b287149d171991d0.jpg?imageView2/1/w/218/h/300
贝肯熊2：金牌特工,8.7,动画／喜剧／冒险,汤水雨／孟子焱／徐佳琦,2021-07-23,https://p0.pipi.cn/mmdb/d2dad5927a30e151ba3139b7989392e976d8b.jpg?imageView2/1/w/218/h/300
决战中途岛,9.0,剧情／历史／战争,艾德·斯克林／帕特里克·威尔森／伍迪·哈里森,2019-11-08,https://p0.pipi.cn/mmdb/d2dad592030b1250c8f2aa22ac0fc5119b53d.jpg?imageView2/1/w/218/h/300
妈妈！,9.1,剧情／家庭,吴彦姝／奚美娟／文淇,2022-09-10 09:00,https://p0.pipi.cn/mmdb/25bfd633f2ab12e19b501542745749d344737.jpg?imageView2/1/w/218/h/300
青春期猪头少年不会做派对女孩的梦 夜场,暂无评分,真人秀,石川界人／濑户麻沙美／水濑祈,2020-02-23,https://p0.pipi.cn/basicdata/54ecded7c690e116bdc7edd43ada1178c87ca.jpg?imageView2/1/w/218/h/300
Love Live! Music S.T.A.R.T!!,暂无评分,动画,新田惠海／南条爱乃／内田彩,2013-11-27,https://p0.pipi.cn/basicdata/54ecded7e7a0e19257537cfea63bc3fc20792.jpg?imageView2/1/w/218/h/300
鬼吹灯,暂无评分,剧情／动作／悬疑／惊悚,,,https://p0.pipi.cn/basicdata/54ecded7c690e121f0be2a182cf0aea8b9bd9.jpg?imageView2/1/w/218/h/300
陷阱,7.0,剧情／惊悚／犯罪,艾瑞克·巴纳／Allison Graham／阿莱恩·古勒姆,2012-04-22,https://p0.pipi.cn/basicdata/54ecded7c690e107acb8608a5bab6e2079297.jpg?imageView2/1/w/218/h/300
大耳朵图图之霸王龙在行动,8.4,动画／喜剧／冒险,李晔／潘延／范楚绒,2021-10-01,https://p0.pipi.cn/mmdb/d2dad5927a30e1ecd85bf1bb39bcef70b9d3b.jpg?imageView2/1/w/218/h/300
蓝甲虫,5.3,动作／科幻／惊悚／冒险,索洛·马里多纳／布鲁娜·马尔科辛／贝姬·戈麦斯,2023-08-18,https://p0.pipi.cn/mmdb/fb738671ddd339af33300b90340595418f3bf.jpg?imageView2/1/w/218/h/300
繁花,暂无评分,剧情,,,https://p0.pipi.cn/mmdb/d2dad592b12f2a7a35d7c35d79badddc818e5.jpg?imageView2/1/w/218/h/300
立春,7.8,剧情,蒋雯丽／张瑶／李光洁,2008-04-10,https://p0.pipi.cn/mmdb/d2dad592b122ff5bf116bd063d664845631e6.jpg?imageView2/1/w/218/h/300
韦驮门,暂无评分,武侠／爱情,钟星辉／叶语霏／史洪波,2024-07-13,https://p0.pipi.cn/mmdb/fb73862f9ab06dd236300b73346c51c39c15a.jpg?imageView2/1/w/218/h/300
厉害了，我的国,9.6,纪录片,周扬,2018-03-02,https://p0.pipi.cn/mmdb/d2dad5925372ff2ff7b5351813437ecf52c82.jpg?imageView2/1/w/218/h/300
宝可梦：超梦的逆袭 进化,8.3,动画／奇幻／冒险,松本梨香／大谷育江／市村正亲,2020-12-04,https://p0.pipi.cn/mmdb/d2dad592537e7ab12d339e15a81db6bd88bef.jpg?imageView2/1/w/218/h/300
点点星光,8.9,剧情／运动／儿童,朱英瑞／赖宣治／李荣欢,2021-01-15,https://p0.pipi.cn/mmdb/d2dad5927a30e1f2aa71f7f06876918a37ac6.png?imageView2/1/w/218/h/300
初恋这件小事,8.8,喜剧／爱情,马里奥·毛瑞尔／平采娜·乐维瑟派布恩／诺特·阿查拉那·阿瑞亚卫考,2012-06-05,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b5350faffcb039c603bcb47.jpg?imageView2/1/w/218/h/300
外婆,6.8,剧情,苏什玛·德施潘德／史密塔·坦博／萨迪亚·锡迪基,2017-11-24,https://p0.pipi.cn/basicdata/54ecded7e7a0e116bd7a359e12b70f3c1acf7.jpg?imageView2/1/w/218/h/300
杀死比尔,8.1,动作／惊悚／犯罪,乌玛·瑟曼／大卫·卡拉丁／刘玉玲,2003-09-29,https://p0.pipi.cn/mmdb/d2dad592c7e7e1ecd89257d3fd467aa3014b7.jpg?imageView2/1/w/218/h/300
2015华晨宇上海演唱会,暂无评分,纪录片／音乐／真人秀,华晨宇／郎朗／左立,,https://p0.pipi.cn/basicdata/54ecded7e7af2acbae7e1234eed8b6e8ae0d5.jpg?imageView2/1/w/218/h/300
007：大破量子危机,7.7,动作,丹尼尔·克雷格／欧嘉·柯瑞兰寇／马修·阿马立克,2008-11-05,https://p0.pipi.cn/mmdb/d2dad592b1251b11e5cf3e6864bd290e82bfb.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
超级英雄美猴王：齐天儿,暂无评分,动画,钟巍／张琦／张欣,2023-07-29 08:00,https://p0.pipi.cn/mmdb/fb738633ddd0fa50c8af33f1a3c6b7ad0a950.jpg?imageView2/1/w/218/h/300
新九品芝麻官,暂无评分,喜剧,彭禺厶／林妍柔／刘子豪,2024-03-16,https://p0.pipi.cn/mmdb/54ecde9a0faddd57e2b5359305f7fe83e8d9c.jpg?imageView2/1/w/218/h/300
日不落酒店,3.8,喜剧／奇幻,黄才伦／张慧雯／高叶,2021-03-19 08:00,https://p0.pipi.cn/mmdb/d2dad5925372fff2aa395b71b916987decf20.jpg?imageView2/1/w/218/h/300
宝葫芦的秘密,7.4,剧情／儿童／奇幻,王葆／周小海／茂路,1963-01-01,https://p0.pipi.cn/mmdb/d2dad592b1251b7e12b12d9e15bd7cddef3b6.jpg?imageView2/1/w/218/h/300
疯狂的麦克斯3,6.5,动作／科幻／惊悚／冒险,梅尔·吉布森／蒂娜·特纳／布鲁斯·斯宾斯,1985-07-10,https://p0.pipi.cn/mmdb/d2dad592c7e7e1f0eeaf335104c01cf00d066.jpg?imageView2/1/w/218/h/300
猫鼠游戏,8.6,剧情／传记／犯罪,莱昂纳多·迪卡普里奥／汤姆·汉克斯／克里斯托弗·沃肯,2003-04-11,https://p0.pipi.cn/mmdb/d2dad592c7e7e131392ff792cc928c7e6ba8a.jpg?imageView2/1/w/218/h/300
月球叛军2：烙印之人,5.1,剧情／动作／科幻／奇幻,索菲亚·宝特拉／查理·汉纳姆／加利·艾尔维斯,2024-04-19,https://p0.pipi.cn/mmdb/54ecde9ab12ddd807792577908f15302dbfb6.jpg?imageView2/1/w/218/h/300
春光乍泄,9.2,剧情／爱情,张国荣／梁朝伟／张震,1997-05-30,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cbaec6966bffa7868726081.jpg?imageView2/1/w/218/h/300
赌圣,7.2,喜剧／爱情／动作,周星驰／吴孟达／张敏,1990-08-18,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3e51ba1882edcabad5d83.jpg?imageView2/1/w/218/h/300
梦想森林,暂无评分,剧情／家庭／儿童,牛犇／阎隽溪／李梓豪,2023-04-01,https://p0.pipi.cn/mmdb/fb73869af2a338c69657e2c48a7a764995b14.jpg?imageView2/1/w/218/h/300
追虎擒龙,8.6,犯罪／剧情／动作,古天乐／梁家辉／吴镇宇,2021-05-01 08:00,https://p0.pipi.cn/mmdb/d2dad5927a30e151baf0ee2313f05ef195e97.jpg?imageView2/1/w/218/h/300
一一,8.9,剧情／爱情／家庭,吴文钦／金燕玲／李凯莉,2000-10-28,https://p0.pipi.cn/basicdata/54ecded78070e1cf3ec9fd3419a72e46a0a31.jpg?imageView2/1/w/218/h/300
蜡笔小新 超时空！呼风唤雨的我的新娘,7.3,动画,真柴摩利／佐藤智惠／钉宫理惠,2010-04-17,https://p0.pipi.cn/mmdb/25bfd6718d3c698ea3338ff8f1a456577fe60.jpg?imageView2/1/w/218/h/300
画皮2,7.4,爱情,周迅／陈坤／杨幂,2012-06-28,https://p0.pipi.cn/mmdb/fb73869a2c9c6907acc9fd84401aab1a1c4f0.jpg?imageView2/1/w/218/h/300
伸冤人3,7.0,动作／惊悚／犯罪,丹泽尔·华盛顿／Eugenio Mastrandrea／大卫·丹曼,2023-09-01,https://p0.pipi.cn/mmdb/fb738602537ddd7e1239dd4a67dd28533fa9d.jpg?imageView2/1/w/218/h/300
失恋33天,8.2,剧情／爱情,文章／白百何／张子萱,2011-11-08,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b535b8607f92b2cf55ea643.jpg?imageView2/1/w/218/h/300
超人总动员2,8.9,动画／动作／冒险,格雷格·T·尼尔森／霍利·亨特／莎拉·沃威尔,2018-06-22,https://p0.pipi.cn/mmdb/d2dad5927e10fa87a9281e4eb5e2fd6f7112a.jpg?imageView2/1/w/218/h/300
疯狂的外星人2,暂无评分,剧情／喜剧／科幻,,,https://p0.pipi.cn/mmdb/54ecdebe71f338230f8ea36da89ba44e260d9.jpg?imageView2/1/w/218/h/300
普罗米亚,9.4,动作／科幻／动画,松山健一／早乙女太一／堺雅人,2021-06-05,https://p0.pipi.cn/mmdb/d2dad5925379238d332c956fe4f8cad316e30.jpg?imageView2/1/w/218/h/300
笔仙大战贞子,5.4,惊悚／恐怖,崔博涵／张冰倩／袁国纲,2016-05-24,https://p0.pipi.cn/mmdb/d2dad592030c7eddd23ba305b614d1be74a5b.jpg?imageView2/1/w/218/h/300
搏击俱乐部,8.7,剧情／动作／悬疑／惊悚,爱德华·哈里森·诺顿／布拉德·皮特／海伦娜·伯翰·卡特,1999-09-21,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d2365bf147f36df9fbe38e7.jpg?imageView2/1/w/218/h/300
星河战队,8.5,动作／科幻,卡斯帕·范·迪恩／戴安·梅尔／丹妮丝·理查兹,1997-11-07,https://p0.pipi.cn/mmdb/d2dad592c7e7e107ac50150679068bc3e09a0.jpg?imageView2/1/w/218/h/300
京城81号2,5.9,剧情／惊悚／悬疑,张智霖／梅婷／钟欣潼,2017-07-06,https://p0.pipi.cn/mmdb/d2dad5927e10fae7aa230fdb1fc62d5ff6834.jpg?imageView2/1/w/218/h/300
误杀瞒天记2,7.8,剧情／悬疑／惊悚／犯罪,阿贾耶·德乌干／塔布／阿克夏耶·坎纳,2022-11-18,https://p0.pipi.cn/mmdb/fb73868d9ab923af339ab47f289e4c1557b98.jpg?imageView2/1/w/218/h/300
隐形人,8.3,科幻／惊悚／恐怖,伊丽莎白·莫斯／奥利弗·杰森-科恩／阿尔迪斯·霍吉,2020-12-04,https://p0.pipi.cn/mmdb/d2dad5927e10fa11e53ba336c0e5624621a5c.jpg?imageView2/1/w/218/h/300
冰封731,暂无评分,,,,https://p0.pipi.cn/mmdb/d2dad5927a39abecd806d67115d0a623bc69f.jpg?imageView2/1/w/218/h/300
赤道2,暂无评分,剧情／动作,,,https://p0.pipi.cn/basicdata/54ecded7030be102ff50c8891e7eb92ed6427.jpg?imageView2/1/w/218/h/300
再见，士兵,暂无评分,剧情／青春／都市／现实,金瀚／宁桓宇／李春嫒,,https://p0.pipi.cn/mmdb/25bfd6337e151bd236b12d2041272a0b543c6.jpg?imageView2/1/w/218/h/300
茶馆,8.4,剧情／历史,于是之／郑榕／蓝天野,1982-02-01,https://p0.pipi.cn/mmdb/25bfd6d72c9b12cf3eb53519f79d986750bb5.png?imageView2/1/w/218/h/300
奇门遁甲,7.7,喜剧／动作／奇幻,大鹏／倪妮／李治廷,2017-12-14,https://p0.pipi.cn/mmdb/d2dad5927e10fae7aa17893270bf5509cde2f.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
解救吾先生,8.4,剧情／动作／犯罪,刘德华／刘烨／吴若甫,2015-09-30,https://p0.pipi.cn/mmdb/d2dad592b12f2a06d616bd06510ad8e283a7a.jpg?imageView2/1/w/218/h/300
叱咤风云,8.2,爱情／剧情／动作,昆凌／曹佑宁／周杰伦,2021-01-15,https://p0.pipi.cn/mmdb/d2dad5925370fa51ba0fafd80d27b840a9911.jpg?imageView2/1/w/218/h/300
儿童警察 电影版,5.8,喜剧／动作,铃木福／胜地谅／Yô Marius,2013-03-20,https://p0.pipi.cn/basicdata/54ecded78078d3cbaecf3e75208bf48df243f.jpg?imageView2/1/w/218/h/300
若能与你共乘海浪之上,8.6,奇幻／爱情／动画,片寄凉太／川荣李奈／松本穗香,2019-12-07,https://p0.pipi.cn/mmdb/d2dad5925377e1be2a5bf1f8cf5e2347562a1.jpg?imageView2/1/w/218/h/300
黑楼孤魂,6.8,剧情／惊悚／恐怖,陈希光／潘婕／韩小磊,1989-04-04,https://p0.pipi.cn/mmdb/d2dad592b1251b030cd23cc32194e8100c12f.jpg?imageView2/1/w/218/h/300
找到你,8.9,剧情,姚晨／马伊琍／袁文康,2018-10-05,https://p0.pipi.cn/mmdb/d2dad592537923339e2c9509c1bd884742ea0.jpg?imageView2/1/w/218/h/300
集结号,8.7,战争,张涵予／邓超／袁文康,2007-12-20,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a357a3547c694d2578011c.jpg?imageView2/1/w/218/h/300
愤怒的小鸟,8.7,喜剧／动画／动作,杰森·苏戴奇斯／乔什·加德／丹尼·麦克布莱德,2016-05-20,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12daf330ef913fbd5d29b9.jpg?imageView2/1/w/218/h/300
逆向人生,暂无评分,短片,克里斯多夫·萨默斯／Hunter Stratton Boland／Julia Dawson,2014-12-07,https://p0.pipi.cn/basicdata/54ecded77e10e1c9fd395b04c8a21e9604700.jpg?imageView2/1/w/218/h/300
冷山,7.9,剧情／爱情／战争,裘德·洛／妮可·基德曼／蕾妮·齐薇格,2004-04-30,https://p0.pipi.cn/mmdb/d2dad592c7e7e150c817895f778c73de6cb07.jpg?imageView2/1/w/218/h/300
我是霸王龙,7.5,奇幻／冒险／动画,依诺／林浪／温池禹,2022-10-01 10:00,https://p0.pipi.cn/mmdb/54ecdebe8070fa0e13f0ee9b033402876e5b3.jpg?imageView2/1/w/218/h/300
17号出入口,6.9,爱情,张睿家／金士杰／吴中天,2011-03-27,https://p0.pipi.cn/basicdata/54ecded70308d39235d7c3216b83dafa9c2a6.jpg?imageView2/1/w/218/h/300
超人总动员,8.5,动作／动画／家庭,格雷格·T·尼尔森／霍利·亨特／塞缪尔·L·杰克逊,2005-01-28,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c952ff73ddb124f7a1b537.jpg?imageView2/1/w/218/h/300
龙虾刑警,7.8,喜剧／动作／犯罪,王千源／袁姗姗／刘桦,2018-06-22,https://p0.pipi.cn/mmdb/d2dad59253751b395bddd2d748a4aa1f662e1.jpg?imageView2/1/w/218/h/300
致青春·原来你还在这里,7.7,剧情／爱情,刘亦菲／金世佳／李沁,2016-07-08,https://p0.pipi.cn/mmdb/d2dad592b12f2ac6968d3314c444ca0bfaa5b.png?imageView2/1/w/218/h/300
去唱卡拉OK吧！,7.8,剧情,绫野刚／斋藤润／北村一辉,2024-01-12,https://p0.pipi.cn/mmdb/fb7386dd2ffddd339ed236bdce8e80a28cb5d.jpg?imageView2/1/w/218/h/300
精武英雄,8.3,动作,李连杰／中山忍／蔡少芬,1994-12-22,https://p0.pipi.cn/mmdb/d2dad5927e10fa5bf19ab4c35ee8536d62ed2.jpg?imageView2/1/w/218/h/300
小园林,暂无评分,纪录片,,2024-06-27,https://p0.pipi.cn/mmdb/54ecde02ddd923cf3e9ab4d664c7c3725fbb0.jpg?imageView2/1/w/218/h/300
来电狂响,8.6,剧情／喜剧,佟大为／马丽／霍思燕,2018-12-28,https://p0.pipi.cn/mmdb/d2dad5925370fa7df5e19b513c40116553122.jpg?imageView2/1/w/218/h/300
看夜更,6.7,悬疑／惊悚／恐怖,尼古拉·科斯特-瓦尔道／乌尔里奇·汤姆森／Karin Rørbeck,1994-02-25,https://p0.pipi.cn/basicdata/54ecded78070e18077925722f4cee70ed0454.jpg?imageView2/1/w/218/h/300
尘埃飞扬,暂无评分,,,,https://p0.pipi.cn/mmdb/54ecdebe71f0faecd8f0ee024889dbedc2832.jpg?imageView2/1/w/218/h/300
本杰明·巴顿奇事,8.8,剧情／爱情／奇幻,布拉德·皮特／凯特·布兰切特／塔拉吉·P·汉森,2008-12-25,https://p0.pipi.cn/mmdb/d2dad592b1251b7e12cbae29eea203381bfed.jpg?imageView2/1/w/218/h/300
雷神2：黑暗世界,8.7,动作／奇幻／冒险,克里斯·海姆斯沃斯／娜塔莉·波特曼／汤姆·希德勒斯顿,2013-11-08,https://p0.pipi.cn/mmdb/d2dad592b125bfc9fdecd80f59835a8d59f1a.webp?imageView2/1/w/218/h/300
灿烂人生,9.3,剧情／爱情／家庭,阿莱西奥·博尼／卢伊吉洛·肖卡／杰丝敏·特丽卡,2003-06-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d236be1241b4ccb1657b912.jpg?imageView2/1/w/218/h/300
了不起的老爸,8.9,剧情／喜剧／运动／家庭,王砚辉／张宥浩／龚蓓苾,2021-06-18 08:00,https://p0.pipi.cn/mmdb/d2dad5925375bf67cb5015f882b289f1bf9d6.jpg?imageView2/1/w/218/h/300
龙拳小子,8.3,动作／家庭／喜剧,刘芮麟／林秋楠／童飞,2016-08-02,https://p0.pipi.cn/mmdb/d2dad5927e10fab53587a9d976ddb50a7a9fb.jpg?imageView2/1/w/218/h/300
生化危机4：战神再生,8.1,动作／科幻／恐怖,米拉·乔沃维奇／艾丽·拉特／金·寇兹,2010-11-16,https://p0.pipi.cn/mmdb/d2dad533c7e06de7aa300bd453702e8e857b8?imageView2/1/w/218/h/300
南京,8.2,纪录片／历史／战争,雨果·阿姆斯特朗／赵家玲／斯蒂芬·多尔夫,2007-07-03,https://p0.pipi.cn/mmdb/d2dad592b1251b11e58ea36946b25c023a429.jpg?imageView2/1/w/218/h/300
重山之外,暂无评分,家庭／亲情／剧情,司马南／高亚麟／梁天,2024-04-20,https://p0.pipi.cn/mmdb/54ecde0206d9239ab48ea37b62ac48d815bcb.jpg?imageView2/1/w/218/h/300
美国往事,9.1,剧情／犯罪,罗伯特·德尼罗／詹姆斯·伍兹／伊丽莎白·麦戈文,2015-04-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d23657e268fd60af640538a.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
龙拳小子,8.3,动作／家庭／喜剧,刘芮麟／林秋楠／童飞,2016-08-02,https://p0.pipi.cn/mmdb/d2dad5927e10fab53587a9d976ddb50a7a9fb.jpg?imageView2/1/w/218/h/300
美国往事,9.1,剧情／犯罪,罗伯特·德尼罗／詹姆斯·伍兹／伊丽莎白·麦戈文,2015-04-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d23657e268fd60af640538a.jpg?imageView2/1/w/218/h/300
了不起的老爸,8.9,剧情／喜剧／运动／家庭,王砚辉／张宥浩／龚蓓苾,2021-06-18 08:00,https://p0.pipi.cn/mmdb/d2dad5925375bf67cb5015f882b289f1bf9d6.jpg?imageView2/1/w/218/h/300
亲密,暂无评分,剧情,胡妍妍／王乙／马翰,2024-07-26,https://p0.pipi.cn/basicdata/54ecded7537f2ab86021f0261c63647dbe6f7.jpg?imageView2/1/w/218/h/300
我要你,暂无评分,歌舞,葛香亭／柯俊雄／李香君,1970-06-25,https://p0.pipi.cn/mmdb/d2dad59253751b8ea30e136d3d2aba78a2673.jpg?imageView2/1/w/218/h/300
我们的命中注定,暂无评分,剧情／爱情,林一／李宛妲／王天放,,https://p0.pipi.cn/basicdata/54ecde338d35bfe19bb12d4ee027ee7bead6e.jpg?imageView2/1/w/218/h/300
汉尼拔,8.0,惊悚／犯罪,安东尼·霍普金斯／朱丽安·摩尔／加里·奥德曼,2001-02-09,https://p0.pipi.cn/mmdb/d2dad592c7e7e1281e7df50ebc5787475c4b2.jpg?imageView2/1/w/218/h/300
夺宝奇兵：命运转盘,8.7,动作／冒险,哈里森·福特／潘粤明／菲比·沃勒-布里奇,2023-06-30,https://p0.pipi.cn/mmdb/fb73868711e51b02ff16bd1963e925226694b.jpg?imageView2/1/w/218/h/300
星际小蚂蚁,暂无评分,动画／儿童／剧情／冒险,,,https://p0.pipi.cn/mmdb/fb7386d79abf2a395bb12dd898f31ce28d789.jpg?imageView2/1/w/218/h/300
玩具总动员3,8.5,动画／冒险／家庭,汤姆·汉克斯／蒂姆·艾伦／琼·库萨克,2010-06-16,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c953139d2cfa5a96ca6fce.jpg?imageView2/1/w/218/h/300
